price_rub,statezip,sqrtmetres_living,sqrtmetres_lot,bedrooms,bathrooms,floors,view,condition,yr_built,sqrtmetres_above,sqrtmetres_basement
120830000,78,316.789,1000.4400999999999,4,3.5,2,0,3,2008,316.789,0
33540000,82,231.321,770.141,4,2.5,2,0,3,1999,231.321,0
35561000,21,71.533,371.59999999999997,2,1,1,0,5,1924,71.533,0
24510000,19,75.249,298.3019,1,1.5,2,0,4,1982,75.249,0
40850000,55,284.274,932.9947,4,2.5,1,0,4,1968,157.93,126.344
33246826,20,157.001,149.8477,3,2.5,2,0,3,2014,106.835,50.166
45145700,21,175.581,355.3425,3,1.75,1,0,3,1974,119.841,55.739999999999995
20726000,05,136.563,290.5912,2,2,2,0,3,2005,136.563,0
39646000,55,98.47399999999999,668.2297,2,1,1,0,3,1926,98.47399999999999,0
69660000,75,323.292,5503.5818,4,2.5,2,0,3,1988,323.292,0
76110000,03,253.617,330.724,4,2.75,1.5,0,3,1921,143.995,109.622
21242000,41,146.78199999999998,737.7189,3,2.25,2,0,4,1986,146.78199999999998,0
25499000,65,201.593,733.91,3,2.75,1,0,4,1978,128.202,73.39099999999999
12194800,51,86.39699999999999,440.62469999999996,2,1,1,0,4,1942,86.39699999999999,0
28638000,46,146.78199999999998,724.62,4,2,2,0,2,1906,146.78199999999998,0
51772000,02,305.64099999999996,1105.51,5,1.75,1.5,0,3,1973,305.64099999999996,0
48590000,28,196.019,993.8442,4,2.25,2,0,4,1979,196.019,0
32078000,75,155.143,331.1885,3,2.5,2,0,3,1999,155.143,0
50568000,02,188.587,682.8149999999999,3,2.25,1,0,4,1977,110.551,78.036
41710000,23,139.35,380.89,3,1,1.5,0,3,1926,127.273,12.077
41495000,36,134.70499999999998,134.2405,3,2.25,2,0,3,2005,91.042,43.663
21603200,55,121.699,766.425,4,1.5,1,0,3,1953,98.47399999999999,23.224999999999998
74734000,28,388.322,4572.7238,5,3.25,2,0,4,1979,267.55199999999996,120.77
39904000,75,151.427,2656.94,3,1.75,1,0,3,1967,151.427,0
64930000,02,247.114,970.9907999999999,4,2.5,2,0,3,1993,247.114,0
24080000,51,159.78799999999998,177.9964,3,2.5,2,0,3,2005,159.78799999999998,0
41710000,37,117.054,115.196,2,2.25,3,0,3,2004,117.054,0
26230000,35,149.569,1137.7463,3,1.75,1,0,3,1981,149.569,0
9520200,70,63.172,749.1456,2,1,1,0,3,1941,63.172,0
73100000,118,245.256,548.11,4,3.5,2,2,3,1937,245.256,0
30100000,11,152.356,668.88,3,2.25,2,0,4,1985,152.356,0
27515700,35,214.599,747.3805,4,1.75,1,0,4,1976,153.285,61.314
60200000,36,186.72899999999998,455.67449999999997,3,1.75,1,0,5,1912,114.267,72.462
31648000,52,154.214,434.772,2,1.5,1,0,5,1908,77.107,77.107
37281000,42,204.38,312.144,3,2.5,2,0,3,2009,204.38,0
52546000,09,228.534,390.18,4,2.5,2,0,3,1998,228.534,0
26402000,31,127.273,696.75,3,1,1,0,3,1960,127.273,0
38055000,35,167.22,947.5799999999999,3,1.75,1,0,3,1967,167.22,0
41710000,12,204.38,715.8874,3,1.75,2,2,3,1908,204.38,0
31562000,21,65.03,216.8286,2,1,1,0,3,1945,65.03,0
36894000,06,178.368,1405.0195999999999,3,2.5,2,0,3,1995,178.368,0
38356000,54,203.451,1178.6223,5,2.75,1,0,5,1978,127.273,76.178
49235000,29,188.587,909.5839,3,2.25,1,0,4,1984,139.35,49.236999999999995
41022000,21,125.41499999999999,190.72369999999998,3,2.5,3,0,3,2005,125.41499999999999,0
44548000,21,156.072,194.7184,3,2.5,2,0,3,2008,128.202,27.869999999999997
39732000,11,116.125,978.237,5,1.75,1,0,4,1966,116.125,0
102340000,62,208.096,557.4,4,3,1.5,0,4,1914,117.98299999999999,90.113
11782000,10,88.255,707.898,3,1,1,0,3,1954,88.255,0
45580000,19,215.528,294.8646,3,3.5,2,0,3,1997,191.374,24.154
70348000,34,221.102,870.8446,2,2.5,1,2,3,2011,221.102,0
55040000,36,143.066,88.9982,2,2.25,3,0,3,2007,143.066,0
25666700,17,195.09,905.9608,5,3,1,0,3,2007,111.47999999999999,83.61
49450000,32,232.25,459.3905,4,2.5,2,0,3,2013,232.25,0
62780000,30,300.067,681.0499,4,2.5,2,0,3,2004,300.067,0
47386000,54,262.907,539.0058,3,2.5,2,0,3,2001,262.907,0
23332660,46,80.823,496.08599999999996,2,1,1.5,0,2,1906,80.823,0
58050000,24,249.90099999999998,2629.0699999999997,4,3,1,0,3,1954,249.90099999999998,0
41194000,62,117.054,82.5881,3,2.5,3,0,3,2008,117.054,0
44720000,116,248.97199999999998,929,4,3.5,2,0,3,1942,189.516,59.455999999999996
51595700,42,247.114,462.1775,3,2.5,2,0,3,2014,247.114,0
41619270,59,137.492,475.64799999999997,2,1.75,1,0,4,1951,78.036,59.455999999999996
33540000,35,164.433,3077.9628,4,2.25,1,0,4,1965,110.551,53.882
16555000,48,88.255,714.5867999999999,2,1,1,0,3,1926,88.255,0
28380000,52,79.89399999999999,771.8131999999999,2,1,1,0,4,1948,79.89399999999999,0
21500000,61,182.084,702.324,4,2,1,0,5,1978,107.764,74.32
20898000,66,164.433,512.9938,2,1,1.5,0,4,1943,89.184,75.249
49450000,21,118.91199999999999,562.9739999999999,4,1.75,1,0,3,1926,79.89399999999999,39.018
54954000,02,199.73499999999999,1117.4012,4,2.5,2,0,4,1982,199.73499999999999,0
61060000,38,166.291,371.59999999999997,2,1,1,0,4,1923,96.616,69.675
58050000,02,184.87099999999998,953.154,3,2.25,2,0,4,1987,184.87099999999998,0
34830000,35,225.74699999999999,444.1549,5,2.5,2,0,3,2001,225.74699999999999,0
52890000,13,261.978,1225.6297,4,2.75,1,0,3,1965,172.79399999999998,89.184
42140000,21,177.439,760.851,3,1,1,0,4,1946,93.829,83.61
40162000,23,117.98299999999999,112.68769999999999,3,2.25,2,0,3,2005,96.616,21.367
41280000,59,190.445,367.88399999999996,4,2.75,1,0,4,1986,109.622,80.823
64930000,04,199.73499999999999,418.5145,6,2,1,0,3,1952,117.98299999999999,81.752
65360000,13,227.605,1235.57,4,1.75,1,2,4,1987,151.427,76.178
33282000,46,114.267,118.91199999999999,2,2.25,2,0,3,2012,89.184,25.083
79550000,19,209.95399999999998,3900.3136,4,2.25,1,0,4,1967,209.95399999999998,0
35690000,49,97.545,5584.4977,2,1,1,0,4,1943,97.545,0
22618000,61,145.853,722.2975,3,1.75,2,0,3,1982,145.853,0
44711400,02,169.078,868.615,4,2,1,0,4,1967,169.078,0
49020000,59,143.066,373.9225,2,1.75,1,0,4,1908,110.551,32.515
38700000,27,191.374,4168.0514,3,1.5,1,0,3,1953,191.374,0
111800000,34,406.902,6879.4308,4,3.5,1,0,3,2001,406.902,0
25800000,02,101.261,919.7099999999999,3,1,1,0,4,1955,101.261,0
27520000,51,137.492,671.2025,3,1.75,1,0,4,1965,137.492,0
33325000,36,122.628,412.476,4,1,1.5,0,3,1929,122.628,0
39388000,75,198.80599999999998,961.515,1,2.25,1,0,3,1976,136.563,62.242999999999995
32680000,05,260.12,907.0756,4,3,2,0,3,2002,260.12,0
17200000,51,97.545,464.5,3,1,1,0,4,1967,97.545,0
33110000,54,138.421,894.627,3,1.5,1,0,4,1959,138.421,0
34114050,64,160.71699999999998,592.2375,2,1,2,0,4,1945,160.71699999999998,0
38872000,37,112.40899999999999,349.304,4,1,1.5,0,3,1900,112.40899999999999,0
36636000,05,260.12,789.0926,4,2.5,2,0,3,2004,260.12,0
68112000,62,145.853,97.545,3,1.5,2,0,3,1915,145.853,0
27090000,82,130.06,2938.0553999999997,3,2.25,1,0,2,1987,105.90599999999999,24.154
28036000,51,174.652,668.88,6,3,1,0,4,1966,174.652,0
23091000,55,73.39099999999999,782.5896,2,1,1,0,4,1953,73.39099999999999,0
37840000,08,120.77,371.59999999999997,2,1.75,2,0,3,1948,120.77,0
25800000,29,196.94799999999998,718.5815,3,1,1,0,4,1967,98.47399999999999,98.47399999999999
45150000,64,143.066,443.4117,3,1.5,2,0,3,1941,143.066,0
84108000,46,243.398,1279.8833,4,2.75,1.5,2,4,1926,159.78799999999998,83.61
96750000,37,267.55199999999996,296.53679999999997,6,3,2,0,4,1919,202.522,65.03
60200000,37,156.072,373.5509,4,1,1.5,0,3,1921,156.072,0
27090000,02,73.39099999999999,647.4200999999999,2,1,1,0,3,1955,73.39099999999999,0
26574000,10,101.4468,696.75,3,1,1.5,0,3,1918,101.4468,0
18915700,17,153.285,923.0544,3,1.5,1,0,3,1967,101.261,52.024
24854000,76,194.161,436.63,3,2.5,2,0,3,2002,194.161,0
18060000,12,202.522,2667.159,4,1.75,1,0,3,1950,109.622,92.89999999999999
22360000,41,184.87099999999998,619.7359,4,2.5,2,0,3,1989,184.87099999999998,0
60114000,116,246.185,738.0905,4,2.5,2,0,3,2006,246.185,0
25795700,43,84.539,743.1999999999999,3,1,1,0,4,1950,68.746,15.793
64495700,01,257.33299999999997,1000.8117,3,2.5,2,2,3,1992,257.33299999999997,0
94600000,03,222.03099999999998,639.8951999999999,3,2,2,1,5,1939,222.03099999999998,0
33024000,32,157.93,371.59999999999997,3,2.5,2,0,3,2003,157.93,0
42995700,29,297.28,4046.7239999999997,5,3.5,2,0,3,1989,297.28,0
36980000,68,111.47999999999999,418.05,3,1.75,1,0,5,1906,111.47999999999999,0
30100000,05,206.238,645.9336999999999,4,2.25,2,0,4,1999,206.238,0
53320000,34,230.392,839.9089,3,2.5,2,0,3,2004,230.392,0
65790000,02,237.82399999999998,1124.09,4,2.25,1,0,4,1976,163.504,74.32
21500000,65,232.25,585.27,4,1.5,1,0,4,1961,139.35,92.89999999999999
32336000,33,106.835,371.59999999999997,2,1,1,0,3,1947,106.835,0
40850000,55,153.285,722.2975,4,1.75,1,0,4,1950,106.835,46.449999999999996
10384500,41,105.90599999999999,894.4412,3,1.75,1,0,4,1969,105.90599999999999,0
145340000,08,315.86,832.8485,3,1.75,1,2,5,1957,169.078,146.78199999999998
28380000,28,109.622,4006.2196,3,1,1,0,4,1959,109.622,0
53277000,36,157.93,381.3545,3,2.5,2,0,3,1992,157.93,0
29670000,13,115.196,1040.48,3,1.5,1,0,4,1954,115.196,0
51428000,09,268.481,1159.2061999999999,5,2.25,2,0,3,1977,268.481,0
28810000,54,98.47399999999999,933.645,3,1,1,0,4,1967,98.47399999999999,0
32035000,55,147.71099999999998,977.5867,4,1.75,2,0,4,1922,147.71099999999998,0
16684000,64,76.178,98.47399999999999,1,1,1,0,3,2007,70.604,5.574
43645000,01,187.658,754.1622,3,2,1,0,3,1963,94.758,92.89999999999999
27950000,22,173.72299999999998,899.2719999999999,4,2.25,1,0,4,1959,108.693,65.03
28371400,05,201.593,455.67449999999997,3,2.5,2,0,3,2004,201.593,0
28294000,10,148.64,628.4685,4,2.5,1,0,3,1947,77.107,71.533
42484000,118,194.161,399.46999999999997,4,1.75,1.5,0,4,1925,116.125,78.036
17716000,71,157.93,559.7225,4,2,1,0,3,1978,157.93,0
36378000,55,180.226,641.8461,4,1.75,1,0,4,1941,90.113,90.113
22274000,51,122.628,801.2624999999999,3,1,1,0,4,1957,122.628,0
29721600,36,260.12,475.64799999999997,5,3.5,2.5,0,3,1903,260.12,0
33970000,03,100.332,273.126,3,1.5,1.5,0,4,1920,100.332,0
53750000,32,329.79499999999996,747.6591999999999,4,2.5,2,0,3,2007,329.79499999999996,0
32680000,68,157.001,136.3772,3,1.75,2,0,3,2008,128.202,28.799
37840000,03,117.98299999999999,134.0547,3,1.5,3,0,3,2007,117.98299999999999,0
35690000,68,183.013,220.8233,3,2.25,2,0,3,2008,156.072,26.941
73960000,19,293.56399999999996,752.2112999999999,4,2.75,2,0,3,2014,293.56399999999996,0
43000000,37,112.40899999999999,111.47999999999999,3,2.5,3,0,3,2008,112.40899999999999,0
81958602,03,289.848,472.4894,4,3.5,2,0,3,2008,230.392,59.455999999999996
44290000,29,248.04299999999998,814.2685,4,2.5,2,0,3,2006,248.04299999999998,0
66392000,38,152.356,111.85159999999999,3,2.25,3,0,3,2014,152.356,0
28379570,49,213.9487,341.872,4,2.5,2,0,3,2013,213.9487,0
35201176,32,167.22,294.30719999999997,3,2.5,2,0,3,2014,167.22,0
42140000,04,414.334,276.3775,5,3.5,3,2,3,2013,304.712,109.622
26230000,10,147.71099999999998,246.7424,2,2.5,2,0,3,2009,113.338,34.373
67510000,28,285.203,435.1436,4,3.5,2,0,3,2009,203.451,81.752
20640000,70,123.557,668.88,2,1.75,1,0,3,1993,123.557,0
27950000,55,91.97099999999999,627.0749999999999,3,1,1,0,4,1947,91.97099999999999,0
46078800,20,176.51,537.891,4,2.5,2,0,3,1994,176.51,0
32164000,19,185.79999999999998,874.7464,3,1.75,1,0,4,1961,185.79999999999998,0
16309900,12,102.19,706.04,2,1.75,1,0,3,1980,102.19,0
36193100,31,89.184,3803.8833999999997,1,1,1,0,5,1945,89.184,0
70090000,09,324.0352,893.1406,4,2.75,2,0,3,1998,324.0352,0
91590000,78,175.581,879.3914,2,1.75,2,0,3,1987,175.581,0
17114000,66,188.587,754.348,4,2,2,0,3,1950,188.587,0
16770000,76,128.202,682.8149999999999,3,1.75,1,0,3,1981,91.97099999999999,36.231
129516000,38,340.014,538.8199999999999,4,3.25,2.5,0,3,1909,312.144,27.869999999999997
24802400,51,173.72299999999998,300.067,3,2.25,2,0,3,1997,173.72299999999998,0
38012000,09,193.232,1115.4503,4,2.25,1,0,4,1979,113.338,79.89399999999999
53270120,29,227.605,1375.1987,4,2.75,2,0,4,1988,227.605,0
54610000,42,255.475,574.122,4,2.25,1,0,4,1948,139.35,116.125
18060000,42,115.196,449.8218,3,1,1,0,4,1916,115.196,0
44075000,19,176.51,706.4116,3,2.5,2,0,3,1990,176.51,0
48762000,22,235.96599999999998,566.0396999999999,3,2.5,2,0,3,1999,235.96599999999998,0
45150000,74,195.09,962.6297999999999,3,2.75,2,0,3,1998,140.279,54.811
40850000,37,166.291,209.025,4,2,1,2,4,1909,78.036,88.255
21500000,49,108.693,674.2682,3,2,1,0,3,1984,108.693,0
18920000,73,98.47399999999999,847.8054,3,1,1,2,5,1956,98.47399999999999,0
19780000,52,179.297,568.548,5,2,1.5,0,3,1941,179.297,0
33153000,15,143.066,738.2763,3,2,1,0,3,1961,104.048,39.018
76970000,57,267.18039999999996,1293.8183,5,3,1,2,4,1973,183.013,84.1674
31669500,09,199.73499999999999,695.2636,3,2.5,2,0,3,1988,199.73499999999999,0
21491400,10,105.90599999999999,510.95,2,1,1,0,3,1947,105.90599999999999,0
30100000,22,91.042,723.6909999999999,3,1.5,1,0,5,1969,91.042,0
15050000,49,114.267,1212.9024,3,1.75,1,0,4,1962,114.267,0
23220000,10,129.131,1013.0745,3,1.75,1,0,3,1957,79.89399999999999,49.236999999999995
135880000,19,342.801,668.88,3,3.25,2,0,3,2007,342.801,0
28380000,27,116.125,847.8054,3,1,1,0,3,1969,116.125,0
86258000,03,212.74099999999999,568.548,4,2.75,2,0,4,1926,201.593,11.148
25782800,42,73.39099999999999,486.796,2,1,1,0,4,1925,73.39099999999999,0
25791400,82,252.688,558.7006,3,2.5,2,0,3,2002,252.688,0
59426000,19,236.89499999999998,801.9128,4,2.75,1,0,3,1972,157.93,78.965
16770000,12,100.332,362.21709999999996,2,1,1,0,4,1972,100.332,0
34830000,12,229.463,893.698,3,1.75,1,1,4,1962,145.853,83.61
30960000,68,78.965,716.259,2,0.75,1,2,5,1909,51.095,27.869999999999997
22080500,76,184.87099999999998,835.2638999999999,3,2.5,1,0,3,1969,145.853,39.018
28595000,05,167.22,975.4499999999999,3,2.25,2,0,3,1995,167.22,0
18748000,10,94.758,731.4946,3,1,1,0,3,1956,94.758,0
36894000,28,224.81799999999998,4638.3112,3,2.5,2,0,3,1985,172.79399999999998,52.024
50654000,32,270.339,536.5903999999999,4,2.5,2,2,3,1998,270.339,0
21930000,35,98.47399999999999,839.7230999999999,3,1.5,1,0,3,1973,98.47399999999999,0
57512500,43,217.386,596.418,4,2.5,1,2,3,1964,147.71099999999998,69.675
29627000,26,167.22,506.58369999999996,4,2.75,1,0,3,2002,97.545,69.675
38872000,64,154.214,571.3349999999999,4,2,1,0,3,1945,78.965,75.249
46440000,34,120.77,5786.741,3,1.75,1,0,3,1983,120.77,0
21156000,48,165.362,2212.7851,3,1.5,1,0,3,1953,165.362,0
46010000,37,95.687,449.7289,2,1,1,0,3,1939,85.468,10.219
36980000,37,106.835,278.7,3,1,1,0,5,1906,106.835,0
44720000,54,305.64099999999996,1063.3334,4,2.5,2,0,3,1992,305.64099999999996,0
38700000,64,111.47999999999999,371.59999999999997,2,1,1,0,3,1940,99.40299999999999,12.077
18920000,79,200.664,743.6645,4,2.5,2,0,3,1993,200.664,0
45150000,42,134.70499999999998,371.59999999999997,3,1,1,1,4,1948,88.255,46.449999999999996
104920000,62,300.996,334.44,4,2.5,2,0,3,2008,191.374,109.622
46440000,03,136.563,157.0939,3,2,2,0,3,2007,92.89999999999999,43.663
51600000,22,219.244,485.49539999999996,4,2.5,2,0,3,2001,219.244,0
51600000,11,207.167,841.0237,3,2.25,2,0,4,1987,207.167,0
53750000,75,244.327,4524.7874,4,2.5,2,0,3,1986,244.327,0
12900000,31,93.829,2322.5,3,1,1,0,3,1966,93.829,0
33539914,28,134.2405,136.6559,3,2.25,2,0,3,2003,120.77,13.4705
24510000,66,221.102,557.4,3,1.75,1.5,0,3,1935,122.628,98.47399999999999
63984000,30,262.907,1213.1811,4,2.75,2,0,3,1998,262.907,0
60200000,34,279.62899999999996,4289.4717,4,2.5,2,0,3,1996,279.62899999999996,0
27433054,41,185.79999999999998,836.1,4,2.25,1,0,4,1978,185.79999999999998,0
47816000,19,187.658,334.44,3,2.25,2,0,3,1998,187.658,0
23650000,05,188.587,587.6854,3,2.5,2,0,3,1993,188.587,0
36980000,07,236.89499999999998,1036.764,3,2.75,2,0,3,1994,236.89499999999998,0
25800000,10,90.113,1272.73,2,1,1,0,3,1949,90.113,0
34094700,28,143.066,1156.2333999999998,3,1.75,1,0,5,1967,143.066,0
19350000,34,129.6884,10400.0621,2,1,1,0,3,1940,129.6884,0
60200000,55,258.262,731.5875,4,3.25,2,0,3,2006,258.262,0
22360000,71,206.238,817.2413,6,2,1,0,3,1977,206.238,0
101910000,40,256.404,3803.8833999999997,3,2.25,2,0,5,1978,256.404,0
35586800,34,133.77599999999998,410.7109,3,2,1,0,3,2007,133.77599999999998,0
28809140,52,206.238,392.7812,4,2.5,2,0,3,2014,206.238,0
97180000,19,353.949,791.4150999999999,4,3.25,1,1,3,2007,248.97199999999998,104.97699999999999
47816000,20,182.084,108.5072,3,3,2,0,3,2007,148.64,33.443999999999996
30960000,37,142.137,105.06989999999999,3,2.5,3,0,3,2009,142.137,0
41280000,76,301.925,3185.8197,4,2.25,2,0,4,1983,301.925,0
27864000,26,162.575,669.6232,3,2.5,2,0,3,1994,162.575,0
90300000,19,319.57599999999996,3253.4509,4,3.25,2,0,3,1983,319.57599999999996,0
23650000,73,108.693,1314.4421,1,0.75,1,0,5,1962,81.752,26.941
15480000,76,80.823,495.157,3,1,1,0,3,1969,80.823,0
64414000,30,272.197,1690.6870999999999,4,2.5,2,0,3,1998,272.197,0
137600000,78,293.56399999999996,1191.3496,3,2.5,1,2,4,1966,169.078,124.48599999999999
32121000,23,74.32,309.35699999999997,2,1,1,0,3,1918,74.32,0
66220000,13,218.315,743.2928999999999,4,2.5,2,0,4,1987,218.315,0
30616000,75,98.47399999999999,1530.0629999999999,2,1.75,1,0,3,1977,98.47399999999999,0
53750000,02,191.374,1166.6381999999999,3,1.75,1,0,4,1984,125.41499999999999,65.959
42518400,62,144.924,162.575,2,1.75,1,0,4,1904,72.462,72.462
79661800,04,154.214,445.91999999999996,3,1.5,2,0,3,1907,154.214,0
51600000,03,153.285,473.78999999999996,3,1.75,1,0,5,1908,96.616,56.669
36980000,61,299.138,830.1544,4,3,2,0,3,1990,227.605,71.533
26402000,45,215.528,696.75,3,1.5,1,0,3,1976,215.528,0
18911400,52,84.539,557.4,3,1,1,0,2,1956,84.539,0
23220000,03,78.036,80.54429999999999,2,1.5,2,0,3,2005,78.036,0
37152000,118,136.563,146.59619999999998,3,2.25,2,0,3,2007,101.261,35.302
25800000,51,189.516,1004.4348,6,2,1,0,4,1943,189.516,0
21495700,24,87.326,792.6228,2,1,1,0,4,1959,87.326,0
27520000,06,103.119,975.4499999999999,3,2,1,0,5,1978,103.119,0
26230000,48,204.38,752.49,4,1.75,1.5,0,5,1942,130.06,74.32
20274500,52,68.746,1045.125,2,1,1,0,2,1938,68.746,0
56502000,42,254.546,791.5079999999999,4,1.75,1,2,3,1954,127.273,127.273
33110000,01,116.125,678.17,3,1,1,0,4,1956,116.125,0
33535700,41,291.706,748.774,4,2.5,2,0,3,1991,291.706,0
12900000,48,76.178,954.083,2,1,1,0,3,1954,76.178,0
21887000,82,238.753,674.8256,4,2.75,2,0,3,1998,159.78799999999998,78.965
47730000,13,218.315,756.206,4,2.25,1,0,4,1977,132.847,85.468
21070000,17,146.78199999999998,743.1999999999999,4,2,1,0,3,1967,96.616,50.166
27515700,66,99.40299999999999,541.0495999999999,2,1,1,2,5,1949,99.40299999999999,0
28982000,116,99.40299999999999,567.5260999999999,3,1,1,0,5,1951,99.40299999999999,0
42312000,23,152.356,464.5,4,2,2,0,3,1907,152.356,0
29977880,22,113.338,731.6804,3,1,1,0,3,1966,113.338,0
15480000,56,130.06,418.05,2,1,1,0,3,1922,83.61,46.449999999999996
34400000,118,96.616,580.625,3,1,1,0,3,1942,96.616,0
25370000,06,91.042,988.456,4,2,1,0,5,1978,91.042,0
78260000,02,310.286,1011.6809999999999,4,3.25,1.5,0,3,1963,208.096,102.19
37109000,118,176.51,149.7548,3,3.5,2,0,3,2008,132.847,43.663
15480000,48,161.646,677.4268,4,1.5,1,0,3,1962,94.758,66.88799999999999
58222000,37,185.79999999999998,297.9303,3,2,1,0,4,1916,102.19,83.61
101523000,38,149.569,668.88,3,1.75,1,0,3,1973,101.261,48.308
54670200,09,300.996,1298.5562,4,2.5,1,0,3,1977,172.79399999999998,128.202
41452000,27,207.167,891.8399999999999,5,2.25,1,0,3,1978,122.628,84.539
14448000,10,107.764,201.9646,2,2.5,2,0,3,1998,107.764,0
69230000,23,223.88899999999998,557.4,4,2.75,1,0,5,1950,130.989,92.89999999999999
34228000,58,54.811,1016.7905,2,1,1.5,0,3,1983,54.811,0
57190000,29,241.54,1615.3452,4,2.5,2,0,3,1996,241.54,0
50955000,02,201.593,765.496,4,3,1,0,4,1968,127.273,74.32
80840000,23,193.232,371.59999999999997,4,2.75,1.5,0,3,1912,193.232,0
56330000,30,265.694,1151.4026,4,2.5,2,0,3,1999,265.694,0
53535000,32,276.842,753.1403,4,2.5,2,0,3,2000,276.842,0
32680000,46,114.267,91.6923,2,2.5,2,0,3,2011,98.47399999999999,15.793
55758960,19,209.95399999999998,650.7645,4,1.75,1,1,4,1947,104.97699999999999,104.97699999999999
37152000,34,204.38,1386.5325,3,2.75,1,0,3,1982,102.19,102.19
90300000,78,281.48699999999997,1169.6109999999999,4,2.5,1.5,0,4,1988,281.48699999999997,0
30379500,46,98.47399999999999,148.64,2,1,2,0,3,1979,98.47399999999999,0
86000000,30,395.75399999999996,1736.0222999999999,4,3,2,0,3,1996,395.75399999999996,0
27520000,21,92.71419999999999,78.4076,3,2.25,2,0,3,2007,74.13419999999999,18.58
30091400,17,190.6308,345.8667,4,2.5,2,0,3,2014,190.6308,0
28380000,76,292.635,576.1658,4,3.5,2,0,3,2005,292.635,0
35088000,70,181.155,670.8308999999999,3,2.25,1,0,4,2006,181.155,0
27606000,116,125.13629999999999,120.0268,3,2.25,3,0,3,2010,125.13629999999999,0
90386000,20,358.594,508.53459999999995,4,3.75,2.5,0,3,2007,358.594,0
30874000,37,126.344,82.2165,3,1.5,3,0,3,2008,126.344,0
25800000,68,256.404,557.4,5,2.5,2,0,3,2006,256.404,0
32680000,42,224.81799999999998,433.84299999999996,5,3.5,2,0,3,2013,224.81799999999998,0
56760000,34,227.605,402.4428,3,2.5,2,0,3,2010,227.605,0
30530000,37,118.91199999999999,89.0911,3,2.25,3,0,3,2005,118.91199999999999,0
22274000,71,143.995,331.5601,3,2.5,2,0,3,2011,143.995,0
30358000,36,51.095,118.81909999999999,1,1,2,0,3,2008,51.095,0
36980000,46,141.208,147.52519999999998,2,2.5,2,0,3,2007,115.196,26.012
39560000,21,155.143,372.0645,3,1,1.5,0,4,1939,108.693,46.449999999999996
6880000,31,39.946999999999996,469.145,1,0.75,1,0,2,1912,39.946999999999996,0
67252000,13,221.102,893.1406,4,2.5,2,0,4,1991,221.102,0
18748000,73,89.184,894.9056999999999,3,1,1,0,5,1982,89.184,0
27950000,42,178.368,637.4798,3,1,1,2,3,1952,104.048,74.32
77572000,13,235.03699999999998,854.68,4,2.25,1,0,5,1976,145.853,89.184
47816000,41,356.736,1570.4745,5,2.5,2,0,3,1991,356.736,0
57017140,59,115.196,334.44,3,1.75,1.5,0,5,1926,115.196,0
19350000,60,120.77,1102.4442999999999,2,1,1.5,0,4,1975,120.77,0
37835700,29,221.102,1121.0243,4,2.5,2,0,3,2002,221.102,0
15050000,49,120.77,4127.6399,2,1,1,0,5,1958,120.77,0
26316000,27,72.462,1254.1499999999999,2,1,1,0,4,1946,72.462,0
20210000,76,168.149,3682.4631,4,2.5,1,0,3,1970,114.267,53.882
34357000,06,224.81799999999998,1177.6004,3,1.75,2,0,3,1911,224.81799999999998,0
41108000,03,118.91199999999999,239.682,3,1,1.5,0,3,1910,118.91199999999999,0
44290000,118,156.072,603.85,2,1,1,0,4,1941,105.90599999999999,50.166
47300000,51,233.179,501.65999999999997,3,2.5,2,0,3,1992,233.179,0
12814000,52,157.93,803.1205,3,1,1,0,3,1955,157.93,0
45236000,03,156.072,317.71799999999996,3,1.75,1,0,3,1992,89.184,66.88799999999999
45369300,32,76.178,5543.9933,1,0.75,1,0,3,1999,76.178,0
90300000,02,406.902,3973.2401,3,4,2,0,5,1983,406.902,0
53750000,09,241.54,937.5468,3,2.5,1,0,3,1984,241.54,0
81700000,11,315.86,692.2908,5,3.25,2,0,3,1999,315.86,0
32481426,55,196.94799999999998,780.2670999999999,5,1.75,1,0,4,1942,122.628,74.32
55768850,62,209.025,529.53,4,2.75,1,0,3,1951,111.47999999999999,97.545
32938000,64,167.22,521.3548,3,1,1,0,4,1942,111.47999999999999,55.739999999999995
46010000,02,205.309,707.898,3,2.5,2,0,3,1994,205.309,0
38695700,03,144.924,379.032,3,2,2,0,3,1923,144.924,0
40026550,75,225.74699999999999,1924.888,4,2.75,1,0,3,1967,225.74699999999999,0
58050000,30,237.82399999999998,3400.2329,4,2.5,2,0,4,1987,237.82399999999998,0
51514000,37,182.084,232.25,3,2.75,1.5,0,5,1926,130.989,51.095
35776000,02,103.119,906.8897999999999,3,1.5,1,0,4,1963,103.119,0
51170000,62,95.687,418.05,2,1.5,1,0,3,1924,77.107,18.58
17200000,26,125.41499999999999,1069.0003,4,1,1,0,3,1966,125.41499999999999,0
34572000,20,143.066,169.7283,3,2,2,0,3,2005,143.066,0
37238000,13,170.007,891.8399999999999,4,1.75,1,0,4,1966,93.829,76.178
23650000,17,179.297,1442.8299,4,1.5,2,0,3,1979,179.297,0
35260000,22,153.285,895.6488999999999,3,2,1.5,0,3,1983,153.285,0
47714520,24,326.079,1198.8745,4,2,1,2,3,1965,205.309,120.77
63210000,02,222.03099999999998,850.6853,3,2.5,2,0,3,1984,222.03099999999998,0
52202000,78,114.267,753.7905999999999,3,1,1,0,4,1951,114.267,0
22188000,05,150.498,700.466,3,1.75,1,0,3,1988,121.699,28.799
